TradeNum,Date,EntryTime,ExitTime,Type,EntryPrice,InitialSL,FinalSL,HardTP,ExitPrice,RiskPerOz,LotOunces,RiskUSD,PnLUSD,RMultiple,Result,BELocked,RunningBalance
460,2024-10-14,13:40,13:55,SHORT,2659.4,2661.27,2658.29,2656.6,2656.6,1.87,17.26,32.27,48.41,1.5,WIN,YES,3275.78
461,2024-10-14,14:40,14:50,LONG,2654.53,2652.26,2652.26,2657.94,2652.26,2.27,14.43,32.76,-32.76,-1,LOSS,NO,3243.02
462,2024-10-14,15:30,15:35,LONG,2653.35,2650.66,2650.66,2657.39,2650.66,2.69,12.06,32.43,-32.43,-1,LOSS,NO,3210.59
463,2024-10-14,16:15,16:40,LONG,2650.99,2646.19,2653.65,2658.19,2658.19,4.8,6.69,32.11,48.16,1.5,WIN,YES,3258.75
464,2024-10-15,08:25,08:35,SHORT,2639.42,2642.56,2642.56,2634.71,2642.56,3.14,10.38,32.59,-32.59,-1,LOSS,NO,3226.16
465,2024-10-15,09:20,09:50,LONG,2644.26,2641,2645.88,2649.15,2649.15,3.26,9.9,32.26,48.39,1.5,WIN,YES,3274.55
466,2024-10-15,10:15,10:30,LONG,2649.14,2646.52,2651.08,2653.07,2653.07,2.62,12.5,32.75,49.12,1.5,WIN,YES,3323.67
467,2024-10-15,11:20,12:20,SHORT,2654.07,2656.96,2653.77,2649.74,2653.77,2.89,11.5,33.24,3.45,0.1,BREAKEVEN,YES,3327.12
468,2024-10-15,12:30,12:55,SHORT,2653.2,2655.35,2655.35,2649.97,2655.35,2.15,15.47,33.27,-33.27,-1,LOSS,NO,3293.85
469,2024-10-15,13:20,14:20,SHORT,2655,2657.13,2653.43,2651.8,2651.8,2.13,15.46,32.94,49.41,1.5,WIN,YES,3343.26
470,2024-10-15,14:20,14:40,LONG,2652.36,2650.22,2650.22,2655.57,2650.22,2.14,15.62,33.43,-33.43,-1,LOSS,NO,3309.83
471,2024-10-15,15:25,15:50,SHORT,2654.44,2658.19,2653.31,2648.82,2648.82,3.75,8.83,33.1,49.65,1.5,WIN,YES,3359.47
472,2024-10-15,16:15,16:45,SHORT,2649.34,2652.7,2652.7,2644.3,2652.7,3.36,10,33.59,-33.59,-1,LOSS,NO,3325.88
473,2024-10-16,08:45,09:05,SHORT,2669.15,2671.65,2671.65,2665.4,2671.65,2.5,13.3,33.26,-33.26,-1,LOSS,NO,3292.62
474,2024-10-16,09:35,09:50,SHORT,2674.64,2677.39,2677.39,2670.51,2677.39,2.75,11.97,32.93,-32.93,-1,LOSS,NO,3259.69
475,2024-10-16,10:35,11:30,SHORT,2674.63,2677.21,2677.21,2670.76,2677.21,2.58,12.63,32.6,-32.6,-1,LOSS,NO,3227.1
476,2024-10-16,12:10,13:00,LONG,2679.42,2676.74,2679.72,2683.44,2679.72,2.68,12.04,32.27,3.61,0.11,BREAKEVEN,YES,3230.71
477,2024-10-16,13:05,13:40,SHORT,2678.13,2681.49,2675.73,2673.09,2675.73,3.36,9.62,32.31,23.08,0.71,WIN,YES,3253.79
478,2024-10-16,14:35,15:00,LONG,2678.72,2676.5,2679.02,2682.05,2679.02,2.22,14.66,32.54,4.4,0.14,BREAKEVEN,YES,3258.18
479,2024-10-16,15:25,15:40,SHORT,2680.42,2682.71,2680.12,2676.99,2680.12,2.29,14.23,32.58,4.27,0.13,BREAKEVEN,YES,3262.45
480,2024-10-16,16:10,16:50,LONG,2681.91,2678.38,2678.38,2687.2,2678.38,3.53,9.24,32.62,-32.62,-1,LOSS,NO,3229.83
481,2024-10-17,08:10,08:25,SHORT,2680.8,2682.75,2682.75,2677.88,2682.75,1.95,16.56,32.3,-32.3,-1,LOSS,NO,3197.53
482,2024-10-17,09:05,09:35,LONG,2681.03,2678.75,2681.44,2684.45,2684.45,2.28,14.02,31.98,47.96,1.5,WIN,YES,3245.49
483,2024-10-17,09:55,10:50,LONG,2681.18,2678.6,2681.48,2685.05,2681.48,2.58,12.58,32.45,3.77,0.12,BREAKEVEN,YES,3249.27
484,2024-10-17,11:15,11:55,LONG,2682.42,2680.18,2680.18,2685.78,2680.18,2.24,14.51,32.49,-32.49,-1,LOSS,NO,3216.77
485,2024-10-17,12:10,12:20,LONG,2679.99,2677.23,2677.23,2684.13,2677.23,2.76,11.65,32.17,-32.17,-1,LOSS,NO,3184.61
486,2024-10-17,12:55,13:10,LONG,2679.45,2677.64,2680.3,2682.16,2682.16,1.81,17.59,31.85,47.77,1.5,WIN,YES,3232.37
487,2024-10-17,13:40,13:40,SHORT,2686.8,2689.87,2684.77,2682.2,2689.87,3.07,10.53,32.32,-32.32,-1,LOSS,YES,3200.05
488,2024-10-17,14:30,14:40,SHORT,2687.52,2689.87,2687.22,2683.99,2687.22,2.35,13.62,32,4.09,0.13,BREAKEVEN,YES,3204.14
489,2024-10-17,15:20,15:30,SHORT,2679.4,2682.99,2679.1,2674.02,2674.02,3.59,8.93,32.04,48.06,1.5,WIN,YES,3252.2
490,2024-10-17,16:10,16:15,LONG,2682.31,2679.4,2682.61,2686.67,2682.61,2.91,11.18,32.52,3.35,0.1,BREAKEVEN,YES,3255.55
491,2024-10-17,16:55,17:05,SHORT,2688.78,2691.46,2688.48,2684.76,2684.76,2.68,12.15,32.56,48.83,1.5,WIN,YES,3304.38
492,2024-10-18,08:20,08:45,LONG,2710.62,2708.59,2711.3,2713.66,2713.66,2.03,16.28,33.04,49.57,1.5,WIN,YES,3353.95
493,2024-10-18,09:15,10:10,SHORT,2708,2711.95,2707.7,2702.08,2707.7,3.95,8.49,33.54,2.55,0.08,BREAKEVEN,YES,3356.5
494,2024-10-18,11:35,12:00,LONG,2702.83,2700.28,2705.43,2706.65,2706.65,2.55,13.16,33.56,50.35,1.5,WIN,YES,3406.84
495,2024-10-18,12:30,13:30,LONG,2712.25,2709.88,2709.88,2715.8,2709.88,2.37,14.37,34.07,-34.07,-1,LOSS,NO,3372.78
496,2024-10-18,13:40,13:55,SHORT,2710.7,2713.02,2713.02,2707.22,2713.02,2.32,14.54,33.73,-33.73,-1,LOSS,NO,3339.05
497,2024-10-18,14:40,15:20,SHORT,2710.03,2712.38,2712.38,2706.51,2712.38,2.35,14.21,33.39,-33.39,-1,LOSS,NO,3305.66
498,2024-10-18,15:25,15:55,LONG,2714.44,2710.33,2710.33,2720.61,2710.33,4.11,8.04,33.06,-33.06,-1,LOSS,NO,3272.6
499,2024-10-18,16:55,17:15,SHORT,2713.62,2717.23,2717.23,2708.2,2717.23,3.61,9.07,32.73,-32.73,-1,LOSS,NO,3239.88
500,2024-10-21,08:00,08:10,LONG,2730.05,2727.85,2727.85,2733.35,2727.85,2.2,14.73,32.4,-32.4,-1,LOSS,NO,3207.48
501,2024-10-21,08:45,09:15,SHORT,2726.57,2729.56,2726.27,2722.09,2726.27,2.99,10.73,32.07,3.22,0.1,BREAKEVEN,YES,3210.69
502,2024-10-21,10:15,10:20,LONG,2731.03,2728.94,2728.94,2734.17,2728.94,2.09,15.36,32.11,-32.11,-1,LOSS,NO,3178.59
503,2024-10-21,11:05,11:10,SHORT,2729.63,2731.95,2731.95,2726.15,2731.95,2.32,13.7,31.79,-31.79,-1,LOSS,NO,3146.8
504,2024-10-21,11:55,12:05,LONG,2731.39,2729.14,2731.69,2734.76,2731.69,2.25,13.99,31.47,4.2,0.13,BREAKEVEN,YES,3151
505,2024-10-21,12:40,13:00,SHORT,2736.24,2738.33,2735.71,2733.1,2733.1,2.09,15.08,31.51,47.26,1.5,WIN,YES,3198.26
506,2024-10-21,13:35,13:50,SHORT,2729.57,2732.21,2732.21,2725.61,2732.21,2.64,12.11,31.98,-31.98,-1,LOSS,NO,3166.28
507,2024-10-21,14:20,15:25,SHORT,2735.32,2738.32,2738.32,2730.82,2738.32,3,10.55,31.66,-31.66,-1,LOSS,NO,3134.62
508,2024-10-21,15:35,16:30,SHORT,2737.37,2740.78,2737.07,2732.25,2737.07,3.41,9.19,31.35,2.76,0.09,BREAKEVEN,YES,3137.37
509,2024-10-21,16:25,16:35,SHORT,2736.07,2739.15,2739.15,2731.45,2739.15,3.08,10.19,31.37,-31.37,-1,LOSS,NO,3106
510,2024-10-22,08:00,08:45,SHORT,2734.59,2736.63,2733.85,2731.53,2731.53,2.04,15.23,31.06,46.59,1.5,WIN,YES,3152.59
511,2024-10-22,08:50,09:15,LONG,2730.29,2727.52,2731.26,2734.44,2734.44,2.77,11.38,31.53,47.29,1.5,WIN,YES,3199.88
512,2024-10-22,09:40,09:40,SHORT,2734.11,2736.45,2736.45,2730.6,2736.45,2.34,13.67,32,-32,-1,LOSS,NO,3167.88
513,2024-10-22,10:55,11:20,SHORT,2733.62,2735.75,2735.75,2730.42,2735.75,2.13,14.87,31.68,-31.68,-1,LOSS,NO,3136.2
514,2024-10-22,12:10,12:25,SHORT,2735.7,2737.58,2735.35,2732.88,2732.88,1.88,16.68,31.36,47.04,1.5,WIN,YES,3183.25
515,2024-10-22,13:20,13:30,SHORT,2735.68,2738.07,2738.07,2732.09,2738.07,2.39,13.32,31.83,-31.83,-1,LOSS,NO,3151.41
516,2024-10-22,14:05,14:20,SHORT,2738.43,2740.72,2736.82,2734.99,2734.99,2.29,13.76,31.51,47.27,1.5,WIN,YES,3198.68
517,2024-10-22,15:50,16:05,SHORT,2736.08,2738.59,2738.59,2732.31,2738.59,2.51,12.74,31.99,-31.99,-1,LOSS,NO,3166.7
518,2024-10-22,16:45,16:55,SHORT,2740.59,2743.52,2740.29,2736.2,2736.2,2.93,10.81,31.67,47.5,1.5,WIN,YES,3214.2
519,2024-10-23,08:00,08:30,LONG,2750.18,2748.09,2750.48,2753.31,2750.48,2.09,15.38,32.14,4.61,0.14,BREAKEVEN,YES,3218.81
520,2024-10-23,08:55,09:35,LONG,2751.46,2749.25,2749.25,2754.78,2749.25,2.21,14.56,32.19,-32.19,-1,LOSS,NO,3186.62
521,2024-10-23,10:00,10:35,LONG,2750.47,2747.76,2751.62,2754.53,2754.53,2.71,11.76,31.87,47.8,1.5,WIN,YES,3234.42
522,2024-10-23,10:50,11:25,SHORT,2754.37,2756.83,2756.83,2750.68,2756.83,2.46,13.15,32.34,-32.34,-1,LOSS,NO,3202.08
523,2024-10-23,11:40,12:10,SHORT,2757.77,2759.97,2756.62,2754.47,2754.47,2.2,14.55,32.02,48.03,1.5,WIN,YES,3250.11
524,2024-10-23,12:25,12:40,LONG,2752.56,2750.05,2750.05,2756.32,2750.05,2.51,12.95,32.5,-32.5,-1,LOSS,NO,3217.61
525,2024-10-23,13:10,13:10,SHORT,2750.44,2753.16,2753.16,2746.36,2753.16,2.72,11.83,32.18,-32.18,-1,LOSS,NO,3185.43
526,2024-10-23,14:15,15:15,SHORT,2751.52,2754.36,2749.64,2747.26,2747.26,2.84,11.22,31.85,47.78,1.5,WIN,YES,3233.21
527,2024-10-23,15:00,15:20,SHORT,2749.31,2751.94,2748.79,2745.36,2745.36,2.63,12.29,32.33,48.5,1.5,WIN,YES,3281.71
528,2024-10-23,15:55,16:05,LONG,2743.32,2739.27,2739.27,2749.4,2739.27,4.05,8.1,32.82,-32.82,-1,LOSS,NO,3248.9
529,2024-10-24,08:40,09:05,SHORT,2727.93,2729.97,2729.97,2724.87,2729.97,2.04,15.93,32.49,-32.49,-1,LOSS,NO,3216.41
530,2024-10-24,09:30,10:10,SHORT,2734,2736.53,2736.53,2730.2,2736.53,2.53,12.71,32.16,-32.16,-1,LOSS,NO,3184.24
531,2024-10-24,10:20,10:45,SHORT,2735.29,2737.42,2734.99,2732.09,2734.99,2.13,14.95,31.84,4.48,0.14,BREAKEVEN,YES,3188.73
532,2024-10-24,11:15,11:55,SHORT,2735.82,2737.84,2737.84,2732.79,2737.84,2.02,15.79,31.89,-31.89,-1,LOSS,NO,3156.84
533,2024-10-24,12:15,13:10,SHORT,2738.07,2740.11,2737.77,2735.01,2737.77,2.04,15.47,31.57,4.64,0.15,BREAKEVEN,YES,3161.48
534,2024-10-24,13:00,13:40,SHORT,2736.62,2738.87,2738.87,2733.24,2738.87,2.25,14.05,31.61,-31.61,-1,LOSS,NO,3129.87
535,2024-10-24,13:45,13:55,LONG,2738.69,2736.77,2736.77,2741.57,2736.77,1.92,16.3,31.3,-31.3,-1,LOSS,NO,3098.57
536,2024-10-24,14:50,15:10,LONG,2739.29,2736.96,2736.96,2742.78,2736.96,2.33,13.3,30.99,-30.99,-1,LOSS,NO,3067.58
537,2024-10-24,16:10,16:30,SHORT,2739.8,2742.86,2742.86,2735.21,2742.86,3.06,10.02,30.68,-30.68,-1,LOSS,NO,3036.91
538,2024-10-24,16:55,17:15,LONG,2733.54,2729.38,2729.38,2739.78,2729.38,4.16,7.3,30.37,-30.37,-1,LOSS,NO,3006.54
539,2024-10-25,08:10,08:30,SHORT,2727.71,2729.55,2729.55,2724.95,2729.55,1.84,16.34,30.07,-30.07,-1,LOSS,NO,2976.47
540,2024-10-25,09:30,09:45,SHORT,2728.46,2730.95,2730.95,2724.73,2730.95,2.49,11.95,29.76,-29.76,-1,LOSS,NO,2946.71
541,2024-10-25,10:15,10:50,SHORT,2729.52,2731.8,2728.17,2726.1,2726.1,2.28,12.92,29.47,44.2,1.5,WIN,YES,2990.91
542,2024-10-25,11:40,12:25,LONG,2721.14,2717.39,2717.39,2726.76,2717.39,3.75,7.98,29.91,-29.91,-1,LOSS,NO,2961
543,2024-10-25,12:25,13:05,LONG,2718.42,2715.79,2719.99,2722.37,2719.99,2.63,11.26,29.61,17.68,0.6,WIN,YES,2978.68
544,2024-10-25,13:10,14:10,LONG,2719.36,2716.99,2721.27,2722.92,2722.92,2.37,12.57,29.79,44.68,1.5,WIN,YES,3023.36
545,2024-10-25,14:20,14:35,LONG,2723.41,2720.83,2725.45,2727.28,2727.28,2.58,11.72,30.23,45.35,1.5,WIN,YES,3068.71
546,2024-10-25,15:50,16:10,LONG,2731.97,2728.31,2728.31,2737.46,2728.31,3.66,8.38,30.69,-30.69,-1,LOSS,NO,3038.02
547,2024-10-25,16:40,16:50,SHORT,2729.92,2732.83,2729.62,2725.56,2729.62,2.91,10.44,30.38,3.13,0.1,BREAKEVEN,YES,3041.15
548,2024-10-28,08:05,08:30,LONG,2739.77,2736.77,2741.3,2744.27,2741.3,3,10.14,30.41,15.51,0.51,WIN,YES,3056.66
549,2024-10-28,08:55,09:20,LONG,2740.58,2738.34,2740.88,2743.94,2740.88,2.24,13.65,30.57,4.09,0.13,BREAKEVEN,YES,3060.75
550,2024-10-28,09:45,10:00,LONG,2739.94,2737.69,2737.69,2743.32,2737.69,2.25,13.6,30.61,-30.61,-1,LOSS,NO,3030.15
551,2024-10-28,11:05,11:25,LONG,2733.21,2729.4,2729.4,2738.93,2729.4,3.81,7.95,30.3,-30.3,-1,LOSS,NO,2999.85
552,2024-10-28,12:00,12:40,SHORT,2729.59,2732.19,2732.19,2725.69,2732.19,2.6,11.54,30,-30,-1,LOSS,NO,2969.85
553,2024-10-28,12:50,12:50,LONG,2731.29,2728.42,2728.42,2735.59,2728.42,2.87,10.35,29.7,-29.7,-1,LOSS,NO,2940.15
554,2024-10-28,14:30,14:55,LONG,2732.87,2730.33,2730.33,2736.68,2730.33,2.54,11.58,29.4,-29.4,-1,LOSS,NO,2910.75
555,2024-10-28,15:35,15:35,LONG,2742.68,2738.33,2738.33,2749.2,2738.33,4.35,6.69,29.11,-29.11,-1,LOSS,NO,2881.64
556,2024-10-28,16:20,16:50,SHORT,2742.91,2745.22,2745.22,2739.44,2745.22,2.31,12.47,28.82,-28.82,-1,LOSS,NO,2852.82
557,2024-10-29,08:00,08:20,SHORT,2750.09,2752.71,2752.71,2746.16,2752.71,2.62,10.89,28.53,-28.53,-1,LOSS,NO,2824.29
558,2024-10-29,10:05,10:20,LONG,2751.83,2749.63,2749.63,2755.13,2749.63,2.2,12.84,28.24,-28.24,-1,LOSS,NO,2796.05
559,2024-10-29,11:55,12:20,LONG,2752.48,2748.62,2748.62,2758.27,2748.62,3.86,7.24,27.96,-27.96,-1,LOSS,NO,2768.09
560,2024-10-29,12:40,13:25,LONG,2749.44,2746.91,2746.91,2753.24,2746.91,2.53,10.94,27.68,-27.68,-1,LOSS,NO,2740.41
561,2024-10-29,13:35,14:20,LONG,2750.53,2748.44,2751.5,2753.67,2751.5,2.09,13.11,27.4,12.72,0.46,WIN,YES,2753.13
562,2024-10-29,14:25,15:25,LONG,2751.65,2747.59,2754.11,2757.74,2754.11,4.06,6.78,27.53,16.68,0.61,WIN,YES,2769.81
563,2024-10-29,16:05,16:15,SHORT,2764.17,2768.21,2768.21,2758.11,2768.21,4.04,6.86,27.7,-27.7,-1,LOSS,NO,2742.11
564,2024-10-30,08:30,08:40,SHORT,2786.47,2788.63,2788.63,2783.23,2788.63,2.16,12.69,27.42,-27.42,-1,LOSS,NO,2714.69
565,2024-10-30,09:45,10:30,LONG,2781.32,2779.21,2782.42,2784.49,2784.49,2.11,12.87,27.15,40.72,1.5,WIN,YES,2755.41
566,2024-10-30,10:35,10:50,LONG,2782.1,2779.88,2779.88,2785.43,2779.88,2.22,12.41,27.55,-27.55,-1,LOSS,NO,2727.86
567,2024-10-30,11:40,12:10,LONG,2782.5,2780.25,2784.17,2785.88,2785.88,2.25,12.12,27.28,40.92,1.5,WIN,YES,2768.78
568,2024-10-30,13:20,14:05,SHORT,2780.52,2782.68,2778.87,2777.28,2777.28,2.16,12.82,27.69,41.53,1.5,WIN,YES,2810.31
569,2024-10-30,14:05,14:15,SHORT,2777.68,2779.57,2777.38,2774.84,2774.84,1.89,14.87,28.1,42.15,1.5,WIN,YES,2852.46
570,2024-10-30,14:50,15:05,SHORT,2782.69,2784.94,2784.94,2779.32,2784.94,2.25,12.68,28.52,-28.52,-1,LOSS,NO,2823.94
571,2024-10-30,15:35,15:35,LONG,2775.03,2769.37,2775.33,2783.52,2769.37,5.66,4.99,28.24,-28.24,-1,LOSS,YES,2795.7
572,2024-10-30,16:25,16:30,SHORT,2777.32,2780.03,2780.03,2773.26,2780.03,2.71,10.32,27.96,-27.96,-1,LOSS,NO,2767.74
573,2024-10-31,09:00,09:00,LONG,2780.82,2776.96,2776.96,2786.61,2776.96,3.86,7.17,27.68,-27.68,-1,LOSS,NO,2740.06
574,2024-10-31,09:55,10:10,LONG,2782.04,2779.53,2779.53,2785.8,2779.53,2.51,10.92,27.4,-27.4,-1,LOSS,NO,2712.66
575,2024-10-31,10:50,10:50,LONG,2779.47,2776.72,2776.72,2783.59,2776.72,2.75,9.86,27.13,-27.13,-1,LOSS,NO,2685.54
576,2024-10-31,11:35,12:05,SHORT,2778.29,2780.54,2777.99,2774.91,2774.91,2.25,11.94,26.86,40.28,1.5,WIN,YES,2725.82
577,2024-10-31,12:35,13:00,LONG,2779.34,2777.29,2779.95,2782.42,2782.42,2.05,13.3,27.26,40.89,1.5,WIN,YES,2766.71
578,2024-10-31,13:30,13:50,LONG,2777.42,2775.44,2777.72,2780.39,2777.72,1.98,13.97,27.67,4.19,0.15,BREAKEVEN,YES,2770.9
579,2024-10-31,14:15,14:20,LONG,2780.91,2778.66,2778.66,2784.28,2778.66,2.25,12.32,27.71,-27.71,-1,LOSS,NO,2743.19
580,2024-10-31,15:10,15:20,SHORT,2769.68,2772.95,2769.38,2764.77,2769.38,3.27,8.39,27.43,2.52,0.09,BREAKEVEN,YES,2745.71
581,2024-10-31,16:45,16:55,LONG,2739.43,2735.31,2735.31,2745.61,2735.31,4.12,6.66,27.46,-27.46,-1,LOSS,NO,2718.25
582,2024-11-01,08:00,08:30,SHORT,2755.78,2758.2,2754.98,2752.15,2752.15,2.42,11.23,27.18,40.77,1.5,WIN,YES,2759.02
583,2024-11-01,09:00,09:30,LONG,2752.67,2749.72,2749.72,2757.1,2749.72,2.95,9.35,27.59,-27.59,-1,LOSS,NO,2731.43
584,2024-11-01,10:05,10:45,LONG,2751.42,2748.86,2752.79,2755.26,2752.79,2.56,10.67,27.31,14.62,0.54,WIN,YES,2746.05
585,2024-11-01,11:20,11:30,SHORT,2753.17,2755.42,2752.87,2749.8,2752.87,2.25,12.2,27.46,3.66,0.13,BREAKEVEN,YES,2749.71
586,2024-11-01,12:20,12:35,SHORT,2749.06,2751.8,2747.78,2744.95,2744.95,2.74,10.04,27.5,41.25,1.5,WIN,YES,2790.96
587,2024-11-01,13:20,14:15,SHORT,2753.1,2755.56,2752.8,2749.41,2752.8,2.46,11.35,27.91,3.4,0.12,BREAKEVEN,YES,2794.36
588,2024-11-01,14:20,14:30,LONG,2751.48,2748.87,2751.78,2755.4,2755.4,2.61,10.71,27.94,41.92,1.5,WIN,YES,2836.28
589,2024-11-01,15:05,15:20,LONG,2761.22,2757.07,2757.07,2767.44,2757.07,4.15,6.83,28.36,-28.36,-1,LOSS,NO,2807.91
590,2024-11-01,15:50,16:00,SHORT,2757.92,2760.99,2757.62,2753.32,2757.62,3.07,9.15,28.08,2.74,0.1,BREAKEVEN,YES,2810.66
591,2024-11-01,16:50,16:50,LONG,2745.55,2739.44,2739.44,2754.72,2739.44,6.11,4.6,28.11,-28.11,-1,LOSS,NO,2782.55
592,2024-11-04,08:10,08:20,SHORT,2737.97,2740.06,2737.67,2734.83,2737.67,2.09,13.31,27.83,3.99,0.14,BREAKEVEN,YES,2786.54
593,2024-11-04,09:10,09:45,SHORT,2742.7,2746.25,2738.99,2737.37,2737.37,3.55,7.85,27.87,41.8,1.5,WIN,YES,2828.34
594,2024-11-04,11:50,12:35,LONG,2742.81,2740.38,2740.38,2746.45,2740.38,2.43,11.64,28.28,-28.28,-1,LOSS,NO,2800.06
595,2024-11-04,13:00,14:00,SHORT,2737.81,2741.6,2741.6,2732.13,2741.6,3.79,7.39,28,-28,-1,LOSS,NO,2772.06
596,2024-11-04,13:50,14:10,LONG,2740.5,2738.67,2740.9,2743.24,2740.9,1.83,15.15,27.72,6.06,0.22,BREAKEVEN,YES,2778.12
597,2024-11-04,15:00,15:20,SHORT,2743.52,2746.03,2743.22,2739.75,2743.22,2.51,11.07,27.78,3.32,0.12,BREAKEVEN,YES,2781.44
598,2024-11-04,15:45,16:05,SHORT,2744.48,2747.57,2747.57,2739.84,2747.57,3.09,9,27.81,-27.81,-1,LOSS,NO,2753.62
599,2024-11-04,16:30,16:35,SHORT,2741.98,2744.95,2741.68,2737.53,2741.68,2.97,9.27,27.54,2.78,0.1,BREAKEVEN,YES,2756.41
600,2024-11-05,08:50,09:05,SHORT,2738.12,2740.27,2740.27,2734.89,2740.27,2.15,12.82,27.56,-27.56,-1,LOSS,NO,2728.84
601,2024-11-05,09:35,10:00,SHORT,2737.7,2740.11,2737.17,2734.08,2734.08,2.41,11.32,27.29,40.93,1.5,WIN,YES,2769.77
602,2024-11-05,10:40,10:55,LONG,2738.93,2736.62,2740.88,2742.39,2742.39,2.31,11.99,27.7,41.55,1.5,WIN,YES,2811.32
603,2024-11-05,11:25,11:55,SHORT,2742.83,2745.02,2740.9,2739.55,2739.55,2.19,12.84,28.11,42.17,1.5,WIN,YES,2853.49
604,2024-11-05,12:30,13:40,SHORT,2738.2,2741.73,2741.73,2732.9,2741.73,3.53,8.08,28.53,-28.53,-1,LOSS,NO,2824.96
605,2024-11-05,13:15,13:45,LONG,2739.49,2737.11,2739.79,2743.06,2739.79,2.38,11.87,28.25,3.56,0.13,BREAKEVEN,YES,2828.52
606,2024-11-05,14:05,15:00,SHORT,2741.76,2744.65,2739.16,2737.43,2737.43,2.89,9.79,28.29,42.43,1.5,WIN,YES,2870.94
607,2024-11-05,14:55,15:20,SHORT,2737.92,2739.86,2739.86,2735.01,2739.86,1.94,14.8,28.71,-28.71,-1,LOSS,NO,2842.23
608,2024-11-05,16:00,16:30,SHORT,2743.53,2748.31,2748.31,2736.36,2748.31,4.78,5.95,28.42,-28.42,-1,LOSS,NO,2813.81
609,2024-11-05,16:45,17:05,LONG,2743.68,2740.04,2740.04,2749.14,2740.04,3.64,7.73,28.14,-28.14,-1,LOSS,NO,2785.67
610,2024-11-06,08:35,08:45,LONG,2705.53,2700,2705.83,2713.83,2713.83,5.53,5.04,27.86,41.79,1.5,WIN,YES,2827.46
611,2024-11-06,09:25,09:40,LONG,2725.71,2722.2,2722.2,2730.98,2722.2,3.51,8.06,28.27,-28.27,-1,LOSS,NO,2799.18
612,2024-11-06,10:40,10:50,SHORT,2729.73,2732.16,2729.43,2726.09,2726.09,2.43,11.52,27.99,41.99,1.5,WIN,YES,2841.17
613,2024-11-06,11:40,11:45,LONG,2717.89,2714.95,2718.19,2722.3,2722.3,2.94,9.66,28.41,42.62,1.5,WIN,YES,2883.79
614,2024-11-06,12:50,13:20,LONG,2720.74,2717.2,2717.2,2726.05,2717.2,3.54,8.15,28.84,-28.84,-1,LOSS,NO,2854.95
615,2024-11-06,13:35,13:50,LONG,2708.34,2702.91,2702.91,2716.49,2702.91,5.43,5.26,28.55,-28.55,-1,LOSS,NO,2826.4
616,2024-11-06,16:35,16:45,SHORT,2656.77,2661.46,2661.46,2649.73,2661.46,4.69,6.03,28.26,-28.26,-1,LOSS,NO,2798.14
617,2024-11-07,09:00,09:10,SHORT,2657.49,2660.76,2660.76,2652.58,2660.76,3.27,8.56,27.98,-27.98,-1,LOSS,NO,2770.16
618,2024-11-07,10:35,10:45,LONG,2661.74,2659.32,2659.32,2665.37,2659.32,2.42,11.45,27.7,-27.7,-1,LOSS,NO,2742.46
619,2024-11-07,11:25,11:55,SHORT,2664.58,2667.53,2664.28,2660.15,2664.28,2.95,9.3,27.42,2.79,0.1,BREAKEVEN,YES,2745.24
620,2024-11-07,12:55,12:55,SHORT,2666.59,2669.89,2669.89,2661.64,2669.89,3.3,8.32,27.45,-27.45,-1,LOSS,NO,2717.79
621,2024-11-07,13:55,14:40,SHORT,2666.18,2669.57,2669.57,2661.09,2669.57,3.39,8.02,27.18,-27.18,-1,LOSS,NO,2690.61
622,2024-11-07,14:45,14:50,SHORT,2670.44,2673.18,2673.18,2666.33,2673.18,2.74,9.82,26.91,-26.91,-1,LOSS,NO,2663.71
623,2024-11-07,15:30,16:20,LONG,2681.85,2676.61,2686.42,2689.71,2689.71,5.24,5.08,26.64,39.96,1.5,WIN,YES,2703.66
624,2024-11-07,16:25,16:40,LONG,2690,2686.56,2690.3,2695.16,2690.3,3.44,7.86,27.04,2.36,0.09,BREAKEVEN,YES,2706.02
625,2024-11-08,08:10,08:25,LONG,2690.69,2687.52,2687.52,2695.45,2687.52,3.17,8.54,27.06,-27.06,-1,LOSS,NO,2678.96
626,2024-11-08,09:00,09:15,LONG,2685,2682.72,2682.72,2688.42,2682.72,2.28,11.75,26.79,-26.79,-1,LOSS,NO,2652.17
627,2024-11-08,09:45,10:05,LONG,2686.81,2683.63,2683.63,2691.58,2683.63,3.18,8.34,26.52,-26.52,-1,LOSS,NO,2625.65
628,2024-11-08,10:50,10:50,LONG,2688.59,2685.7,2685.7,2692.93,2685.7,2.89,9.09,26.26,-26.26,-1,LOSS,NO,2599.39
629,2024-11-08,11:35,12:20,SHORT,2688.08,2690.53,2686.78,2684.4,2684.4,2.45,10.61,25.99,38.99,1.5,WIN,YES,2638.38
630,2024-11-08,12:35,12:40,LONG,2685.47,2683.39,2685.77,2688.59,2685.77,2.08,12.68,26.38,3.81,0.14,BREAKEVEN,YES,2642.19
631,2024-11-08,13:20,13:30,SHORT,2688.81,2690.69,2690.69,2685.99,2690.69,1.88,14.05,26.42,-26.42,-1,LOSS,NO,2615.77
632,2024-11-08,14:05,14:20,LONG,2690.37,2687.98,2687.98,2693.95,2687.98,2.39,10.94,26.16,-26.16,-1,LOSS,NO,2589.61
633,2024-11-08,15:05,15:25,LONG,2689.91,2686.42,2691.87,2695.14,2695.14,3.49,7.42,25.9,38.84,1.5,WIN,YES,2628.45
