TradeNum,Date,EntryTime,ExitTime,Type,EntryPrice,InitialSL,FinalSL,HardTP,ExitPrice,RiskPerOz,LotOunces,RiskUSD,PnLUSD,RMultiple,Result,BELocked,DurationMins,RunningBalance
171,2024-08-16,10:55,11:25,SHORT,2461.86,2465.87,2461.66,2456.65,2461.66,4.01,21.51,86.27,4.3,0.05,BREAKEVEN,YES,30,8631.17
172,2024-08-16,11:30,11:35,SHORT,2463.07,2465.44,2462.87,2459.99,2462.87,2.37,36.42,86.31,7.28,0.08,WIN,YES,5,8638.45
173,2024-08-16,12:15,13:00,LONG,2462.76,2460.37,2462.96,2465.87,2462.96,2.39,36.14,86.38,7.23,0.08,WIN,YES,45,8645.68
174,2024-08-16,13:05,13:10,LONG,2463.57,2461.64,2463.77,2466.08,2463.77,1.93,44.8,86.46,8.96,0.1,WIN,YES,5,8654.64
175,2024-08-16,13:40,14:00,LONG,2465.44,2463.22,2465.64,2468.33,2465.64,2.22,38.98,86.55,7.8,0.09,WIN,YES,20,8662.44
176,2024-08-16,14:15,14:25,SHORT,2469.72,2472.47,2469.52,2466.14,2469.52,2.75,31.5,86.62,6.3,0.07,WIN,YES,10,8668.74
177,2024-08-16,14:50,15:05,LONG,2470.44,2467.49,2472.38,2474.28,2474.28,2.95,29.39,86.69,112.69,1.3,WIN,YES,15,8781.43
178,2024-08-16,15:45,15:50,LONG,2477.09,2471.15,2477.29,2484.81,2484.81,5.94,14.78,87.81,114.16,1.3,WIN,YES,5,8895.59
179,2024-08-16,16:20,16:40,LONG,2487.61,2482.03,2490.56,2494.86,2494.86,5.58,15.94,88.96,115.64,1.3,WIN,YES,20,9011.23
180,2024-08-19,07:35,07:40,LONG,2502.29,2500.28,2500.28,2504.9,2500.28,2.01,44.83,90.11,-90.11,-1,LOSS,NO,5,8921.12
181,2024-08-19,08:25,09:05,SHORT,2500.89,2502.96,2502.96,2498.2,2502.96,2.07,43.1,89.21,-89.21,-1,LOSS,NO,40,8831.91
182,2024-08-19,09:00,09:05,LONG,2501.04,2498.17,2501.24,2504.77,2501.24,2.87,30.77,88.32,6.15,0.07,WIN,YES,5,8838.06
183,2024-08-19,09:35,09:50,LONG,2504.48,2501.2,2501.2,2508.74,2501.2,3.28,26.95,88.38,-88.38,-1,LOSS,NO,15,8749.68
184,2024-08-19,10:10,10:30,LONG,2504.2,2501.37,2501.37,2507.88,2501.37,2.83,30.92,87.5,-87.5,-1,LOSS,NO,20,8662.19
185,2024-08-19,11:30,11:45,LONG,2506.32,2503.79,2503.79,2509.61,2503.79,2.53,34.24,86.62,-86.62,-1,LOSS,NO,15,8575.56
186,2024-08-19,12:10,12:55,LONG,2502.24,2499.93,2499.93,2505.24,2499.93,2.31,37.12,85.76,-85.76,-1,LOSS,NO,45,8489.81
187,2024-08-19,12:45,13:00,LONG,2500.75,2498.74,2498.74,2503.36,2498.74,2.01,42.24,84.9,-84.9,-1,LOSS,NO,15,8404.91
188,2024-08-19,13:20,13:40,LONG,2494.58,2491.51,2491.51,2498.57,2491.51,3.07,27.38,84.05,-84.05,-1,LOSS,NO,20,8320.86
189,2024-08-19,14:00,14:15,LONG,2489.88,2487.35,2490.08,2493.17,2490.08,2.53,32.89,83.21,6.58,0.08,WIN,YES,15,8327.44
190,2024-08-19,14:40,14:45,SHORT,2491.32,2493.49,2493.49,2488.5,2493.49,2.17,38.38,83.27,-83.27,-1,LOSS,NO,5,8244.16
191,2024-08-19,15:20,15:25,LONG,2494.57,2492.22,2492.22,2497.63,2492.22,2.35,35.08,82.44,-82.44,-1,LOSS,NO,5,8161.72
192,2024-08-19,16:05,16:30,LONG,2490.03,2485.91,2490.23,2495.39,2490.23,4.12,19.81,81.62,3.96,0.05,BREAKEVEN,YES,25,8165.68
193,2024-08-19,16:45,16:50,LONG,2490.77,2486.55,2490.97,2496.26,2490.97,4.22,19.35,81.66,3.87,0.05,BREAKEVEN,YES,5,8169.55
194,2024-08-20,07:00,07:25,LONG,2501.98,2499.71,2499.71,2504.93,2499.71,2.27,35.99,81.7,-81.7,-1,LOSS,NO,25,8087.86
195,2024-08-20,07:35,08:20,SHORT,2501.57,2503.47,2503.47,2499.1,2503.05,1.9,42.57,80.88,-63,-0.78,LOSS,NO,45,8024.86
196,2024-08-20,08:30,09:00,LONG,2502.25,2499.36,2499.36,2506.01,2499.36,2.89,27.77,80.25,-80.25,-1,LOSS,NO,30,7944.61
197,2024-08-20,09:10,09:20,LONG,2497.98,2495.73,2498.18,2500.91,2498.18,2.25,35.31,79.45,7.06,0.09,WIN,YES,10,7951.67
198,2024-08-20,09:55,10:10,LONG,2502.39,2500.16,2502.59,2505.29,2502.59,2.23,35.66,79.52,7.13,0.09,WIN,YES,15,7958.8
199,2024-08-20,10:30,10:35,LONG,2505.84,2503.37,2506.04,2509.05,2509.05,2.47,32.22,79.59,103.46,1.3,WIN,YES,5,8062.27
200,2024-08-20,11:15,11:45,LONG,2516.99,2513.42,2517.95,2521.63,2521.63,3.57,22.58,80.62,104.81,1.3,WIN,YES,30,8167.08
201,2024-08-20,12:10,12:30,SHORT,2523.35,2525.86,2523.15,2520.09,2523.15,2.51,32.54,81.67,6.51,0.08,WIN,YES,20,8173.59
202,2024-08-20,12:45,13:30,SHORT,2521.47,2524.78,2524.78,2517.17,2523.03,3.31,24.69,81.74,-38.52,-0.47,LOSS,NO,45,8135.06
203,2024-08-20,13:20,13:25,LONG,2522.22,2519.63,2522.42,2525.59,2522.42,2.59,31.41,81.35,6.28,0.08,WIN,YES,5,8141.35
204,2024-08-20,14:00,14:25,LONG,2522.96,2520.7,2523.51,2525.9,2525.9,2.26,36.02,81.41,105.84,1.3,WIN,YES,25,8247.18
205,2024-08-20,14:40,15:00,LONG,2524.43,2521.5,2524.63,2528.24,2524.63,2.93,28.15,82.47,5.63,0.07,WIN,YES,20,8252.81
206,2024-08-20,15:15,15:30,LONG,2526.04,2523.18,2526.24,2529.76,2526.24,2.86,28.86,82.53,5.77,0.07,WIN,YES,15,8258.58
207,2024-08-20,15:50,16:05,SHORT,2527.85,2530.61,2526.45,2524.26,2524.26,2.76,29.92,82.59,107.36,1.3,WIN,YES,15,8365.95
208,2024-08-20,16:30,16:35,SHORT,2527.73,2533.03,2527.53,2520.84,2520.84,5.3,15.78,83.66,108.76,1.3,WIN,YES,5,8474.7
209,2024-08-21,07:05,07:35,LONG,2517.1,2514.98,2514.98,2519.86,2514.98,2.12,39.98,84.75,-84.75,-1,LOSS,NO,30,8389.96
210,2024-08-21,08:35,09:05,LONG,2517.16,2514.28,2514.28,2520.9,2514.28,2.88,29.13,83.9,-83.9,-1,LOSS,NO,30,8306.06
211,2024-08-21,09:10,09:20,LONG,2513.81,2510.21,2514.01,2518.49,2514.01,3.6,23.07,83.06,4.61,0.06,BREAKEVEN,YES,10,8310.67
212,2024-08-21,09:45,10:10,SHORT,2515.25,2517.48,2515.05,2512.35,2515.05,2.23,37.27,83.11,7.45,0.09,WIN,YES,25,8318.12
213,2024-08-21,10:35,10:40,SHORT,2512.57,2515.5,2512.37,2508.76,2508.76,2.93,28.39,83.18,108.14,1.3,WIN,YES,5,8426.26
214,2024-08-21,11:10,11:20,LONG,2510.44,2507.42,2507.42,2514.37,2507.42,3.02,27.9,84.26,-84.26,-1,LOSS,NO,10,8342
215,2024-08-21,11:45,12:05,LONG,2509.49,2506.64,2506.64,2513.19,2506.64,2.85,29.27,83.42,-83.42,-1,LOSS,NO,20,8258.58
216,2024-08-21,12:25,12:40,LONG,2508.46,2506.48,2506.48,2511.03,2506.48,1.98,41.71,82.59,-82.59,-1,LOSS,NO,15,8175.99
217,2024-08-21,13:00,13:45,LONG,2505.77,2502.86,2506.8,2509.55,2506.8,2.91,28.1,81.76,28.94,0.35,WIN,YES,45,8204.93
218,2024-08-21,13:35,14:00,LONG,2507.89,2505.74,2508.09,2510.68,2508.09,2.15,38.16,82.05,7.63,0.09,WIN,YES,25,8212.56
219,2024-08-21,14:10,14:45,LONG,2508.13,2505.31,2510.15,2511.8,2511.8,2.82,29.12,82.13,106.76,1.3,WIN,YES,35,8319.33
220,2024-08-21,15:00,15:15,LONG,2511.25,2509.3,2511.45,2513.78,2511.45,1.95,42.66,83.19,8.53,0.1,WIN,YES,15,8327.86
221,2024-08-21,15:35,16:10,LONG,2509.43,2506.58,2509.63,2513.13,2509.63,2.85,29.22,83.28,5.84,0.07,WIN,YES,35,8333.7
222,2024-08-21,16:10,16:20,LONG,2509.28,2506.87,2506.87,2512.41,2506.87,2.41,34.58,83.34,-83.34,-1,LOSS,NO,10,8250.37
223,2024-08-21,16:50,17:00,LONG,2501.94,2498.32,2498.32,2506.65,2498.32,3.62,22.79,82.5,-82.5,-1,LOSS,NO,10,8167.86
224,2024-08-22,07:00,07:35,LONG,2501.62,2499.52,2499.52,2504.35,2499.52,2.1,38.89,81.68,-81.68,-1,LOSS,NO,35,8086.18
225,2024-08-22,07:35,08:20,LONG,2501.42,2497.72,2497.72,2506.23,2503.39,3.7,21.85,80.86,43.05,0.53,WIN,NO,45,8129.24
226,2024-08-22,08:10,08:50,LONG,2502.42,2499.49,2502.62,2506.23,2502.62,2.93,27.74,81.29,5.55,0.07,WIN,YES,40,8134.79
227,2024-08-22,08:45,08:50,LONG,2502.1,2499.56,2502.3,2505.4,2502.3,2.54,32.03,81.35,6.41,0.08,WIN,YES,5,8141.19
228,2024-08-22,09:20,09:25,LONG,2507.33,2505.22,2507.53,2510.07,2510.07,2.11,38.58,81.41,105.84,1.3,WIN,YES,5,8247.03
229,2024-08-22,09:55,10:15,SHORT,2507.41,2509.56,2507.21,2504.61,2507.21,2.15,38.36,82.47,7.67,0.09,WIN,YES,20,8254.7
230,2024-08-22,10:30,10:50,SHORT,2507.11,2509.6,2509.6,2503.87,2509.6,2.49,33.15,82.55,-82.55,-1,LOSS,NO,20,8172.15
231,2024-08-22,11:05,11:15,SHORT,2505.12,2507.51,2504.92,2502.01,2504.92,2.39,34.19,81.72,6.84,0.08,WIN,YES,10,8178.99
232,2024-08-22,11:45,12:00,SHORT,2503.55,2505.62,2503.35,2500.86,2503.35,2.07,39.51,81.79,7.9,0.1,WIN,YES,15,8186.89
233,2024-08-22,12:20,12:30,LONG,2504.48,2502.44,2504.68,2507.13,2504.68,2.04,40.13,81.87,8.03,0.1,WIN,YES,10,8194.92
234,2024-08-22,13:00,13:45,SHORT,2507.41,2509.93,2509.93,2504.13,2507.35,2.52,32.52,81.95,1.95,0.02,BREAKEVEN,NO,45,8196.87
235,2024-08-22,13:40,13:55,LONG,2507.83,2505.46,2505.46,2510.91,2505.46,2.37,34.59,81.97,-81.97,-1,LOSS,NO,15,8114.9
236,2024-08-22,14:20,14:35,SHORT,2504.76,2507.4,2503.3,2501.33,2501.33,2.64,30.74,81.15,105.49,1.3,WIN,YES,15,8220.39
237,2024-08-22,14:55,15:05,SHORT,2499.33,2502.29,2499.13,2495.48,2499.13,2.96,27.77,82.2,5.55,0.07,WIN,YES,10,8225.95
238,2024-08-22,15:30,16:15,LONG,2500.56,2493.69,2493.69,2509.49,2497.26,6.87,11.97,82.26,-39.51,-0.48,LOSS,NO,45,8186.44
239,2024-08-22,16:05,16:20,SHORT,2499.45,2502.82,2498.39,2495.07,2495.07,3.37,24.29,81.86,106.42,1.3,WIN,YES,15,8292.86
240,2024-08-22,16:40,16:50,LONG,2486.65,2482.47,2486.85,2492.08,2486.85,4.18,19.84,82.93,3.97,0.05,BREAKEVEN,YES,10,8296.83
241,2024-08-23,07:05,07:50,LONG,2493.38,2491.52,2491.52,2495.8,2493.15,1.86,44.61,82.97,-10.26,-0.12,LOSS,NO,45,8286.57
242,2024-08-23,08:10,08:40,SHORT,2494.4,2496.57,2494.2,2491.58,2494.2,2.17,38.19,82.87,7.64,0.09,WIN,YES,30,8294.21
243,2024-08-23,08:45,09:30,SHORT,2492.34,2495.16,2495.16,2488.67,2491.71,2.82,29.41,82.94,18.53,0.22,WIN,NO,45,8312.73
244,2024-08-23,09:40,10:25,SHORT,2492.78,2495.57,2495.57,2489.15,2491.76,2.79,29.79,83.13,30.39,0.37,WIN,NO,45,8343.13
245,2024-08-23,10:15,11:00,LONG,2493.08,2490.83,2490.83,2496.01,2493.43,2.25,37.08,83.43,12.98,0.16,WIN,NO,45,8356.1
246,2024-08-23,10:55,11:05,SHORT,2493.35,2495.48,2495.48,2490.58,2495.48,2.13,39.23,83.56,-83.56,-1,LOSS,NO,10,8272.54
247,2024-08-23,11:35,11:45,SHORT,2496.69,2498.85,2498.85,2493.88,2498.85,2.16,38.3,82.73,-82.73,-1,LOSS,NO,10,8189.82
248,2024-08-23,12:20,13:00,SHORT,2500.91,2503.02,2499.85,2498.17,2498.17,2.11,38.81,81.9,106.47,1.3,WIN,YES,40,8296.28
249,2024-08-23,13:05,13:10,SHORT,2497.91,2500.2,2497.71,2494.93,2497.71,2.29,36.23,82.96,7.25,0.09,WIN,YES,5,8303.53
250,2024-08-23,13:50,14:35,SHORT,2498.37,2500.53,2500.53,2495.56,2498.68,2.16,38.44,83.04,-11.92,-0.14,LOSS,NO,45,8291.61
251,2024-08-23,14:25,14:30,SHORT,2499.54,2501.91,2499.34,2496.46,2499.34,2.37,34.99,82.92,7,0.08,WIN,YES,5,8298.61
252,2024-08-23,15:00,15:20,LONG,2501.65,2499.6,2499.6,2504.32,2499.6,2.05,40.48,82.99,-82.99,-1,LOSS,NO,20,8215.62
253,2024-08-23,15:35,15:40,LONG,2499.74,2497.57,2499.94,2502.56,2499.94,2.17,37.86,82.16,7.57,0.09,WIN,YES,5,8223.2
254,2024-08-23,16:10,16:15,SHORT,2500.53,2503.26,2503.26,2496.98,2503.26,2.73,30.12,82.23,-82.23,-1,LOSS,NO,5,8140.96
255,2024-08-26,07:15,08:00,LONG,2510.34,2508.19,2508.19,2513.14,2508.97,2.15,37.86,81.41,-51.87,-0.64,LOSS,NO,45,8089.09
256,2024-08-26,08:00,08:05,LONG,2508.97,2507.13,2509.17,2511.36,2509.17,1.84,43.96,80.89,8.79,0.11,WIN,YES,5,8097.88
257,2024-08-26,08:35,09:20,LONG,2510.15,2507.5,2507.5,2513.6,2510.87,2.65,30.56,80.98,22,0.27,WIN,NO,45,8119.88
258,2024-08-26,09:55,10:10,LONG,2515.01,2512.82,2515.21,2517.86,2515.21,2.19,37.08,81.2,7.42,0.09,WIN,YES,15,8127.3
259,2024-08-26,10:40,11:00,LONG,2520.44,2518.1,2520.64,2523.48,2523.48,2.34,34.73,81.27,105.65,1.3,WIN,YES,20,8232.95
260,2024-08-26,11:15,12:00,SHORT,2523.06,2526.26,2526.26,2518.9,2524.56,3.2,25.73,82.33,-38.59,-0.47,LOSS,NO,45,8194.36
261,2024-08-26,12:00,12:45,LONG,2524.56,2522.11,2522.11,2527.74,2524.82,2.45,33.45,81.94,8.7,0.11,WIN,NO,45,8203.06
262,2024-08-26,12:35,13:05,SHORT,2524.71,2526.91,2524.51,2521.85,2524.51,2.2,37.29,82.03,7.46,0.09,WIN,YES,30,8210.52
263,2024-08-26,13:20,13:30,SHORT,2525.06,2528.04,2524.86,2521.19,2524.86,2.98,27.55,82.11,5.51,0.07,WIN,YES,10,8216.03
264,2024-08-26,14:00,14:20,LONG,2524.92,2522.8,2522.8,2527.68,2522.8,2.12,38.75,82.16,-82.16,-1,LOSS,NO,20,8133.87
265,2024-08-26,14:35,14:50,LONG,2522.23,2519.51,2522.88,2525.77,2525.77,2.72,29.9,81.34,105.74,1.3,WIN,YES,15,8239.61
266,2024-08-26,15:15,15:20,LONG,2525.97,2523.88,2523.88,2528.69,2523.88,2.09,39.42,82.4,-82.4,-1,LOSS,NO,5,8157.21
267,2024-08-26,15:50,16:00,LONG,2524.94,2522.18,2522.18,2528.53,2522.18,2.76,29.56,81.57,-81.57,-1,LOSS,NO,10,8075.64
268,2024-08-26,16:25,16:30,SHORT,2525.46,2527.84,2525.26,2522.37,2525.26,2.38,33.93,80.76,6.79,0.08,WIN,YES,5,8082.42
269,2024-08-27,07:00,07:25,SHORT,2508.56,2510.93,2508.36,2505.48,2508.36,2.37,34.1,80.82,6.82,0.08,WIN,YES,25,8089.24
270,2024-08-27,07:45,08:20,LONG,2506.97,2504.68,2508.24,2509.95,2509.95,2.29,35.32,80.89,105.16,1.3,WIN,YES,35,8194.4
271,2024-08-27,08:25,08:50,LONG,2510.52,2508.16,2511.08,2513.59,2513.59,2.36,34.72,81.94,106.53,1.3,WIN,YES,25,8300.93
272,2024-08-27,09:15,10:00,SHORT,2514.63,2518.25,2518.25,2509.92,2516.62,3.62,22.93,83.01,-45.63,-0.55,LOSS,NO,45,8255.3
273,2024-08-27,09:55,10:00,LONG,2514.82,2512.81,2515.02,2517.43,2515.02,2.01,41.07,82.55,8.21,0.1,WIN,YES,5,8263.51
274,2024-08-27,10:40,10:55,SHORT,2508.65,2511.33,2508.45,2505.17,2505.17,2.68,30.83,82.64,107.43,1.3,WIN,YES,15,8370.94
275,2024-08-27,11:20,11:50,LONG,2512.07,2509.48,2509.48,2515.44,2509.48,2.59,32.32,83.71,-83.71,-1,LOSS,NO,30,8287.23
276,2024-08-27,11:55,12:05,LONG,2510.92,2508.46,2511.12,2514.12,2511.12,2.46,33.69,82.87,6.74,0.08,WIN,YES,10,8293.97
277,2024-08-27,12:30,12:50,LONG,2511.52,2508.64,2508.64,2515.26,2508.64,2.88,28.8,82.94,-82.94,-1,LOSS,NO,20,8211.03
278,2024-08-27,13:05,13:35,SHORT,2508.7,2511.03,2508.5,2505.67,2508.5,2.33,35.24,82.11,7.05,0.09,WIN,YES,30,8218.08
279,2024-08-27,14:05,14:50,LONG,2510.34,2507.29,2507.29,2514.31,2511.69,3.05,26.94,82.18,36.38,0.44,WIN,NO,45,8254.45
280,2024-08-27,14:40,15:00,SHORT,2511.22,2513.36,2513.36,2508.44,2513.36,2.14,38.57,82.54,-82.54,-1,LOSS,NO,20,8171.91
281,2024-08-27,15:15,15:20,LONG,2512.47,2510.6,2510.6,2514.9,2510.6,1.87,43.7,81.72,-81.72,-1,LOSS,NO,5,8090.19
282,2024-08-27,15:55,16:10,SHORT,2509.75,2513.39,2509.55,2505.02,2509.55,3.64,22.23,80.9,4.45,0.05,BREAKEVEN,YES,15,8094.63
283,2024-08-28,07:10,07:35,LONG,2514.25,2512.27,2512.27,2516.82,2512.27,1.98,40.88,80.95,-80.95,-1,LOSS,NO,25,8013.69
284,2024-08-28,07:45,08:05,SHORT,2510.85,2513.05,2510.65,2507.99,2510.65,2.2,36.43,80.14,7.29,0.09,WIN,YES,20,8020.97
285,2024-08-28,08:20,08:30,LONG,2508.87,2506.6,2506.6,2511.82,2506.6,2.27,35.33,80.21,-80.21,-1,LOSS,NO,10,7940.76
286,2024-08-28,08:55,09:00,SHORT,2505.71,2507.99,2505.51,2502.75,2505.51,2.28,34.83,79.41,6.97,0.09,WIN,YES,5,7947.73
287,2024-08-28,09:30,09:40,LONG,2508.47,2505.95,2505.95,2511.75,2505.95,2.52,31.54,79.48,-79.48,-1,LOSS,NO,10,7868.25
288,2024-08-28,10:30,11:00,SHORT,2509.97,2512.74,2509.77,2506.37,2509.77,2.77,28.41,78.68,5.68,0.07,WIN,YES,30,7873.93
289,2024-08-28,11:15,11:30,SHORT,2507.92,2509.88,2507.72,2505.37,2507.72,1.96,40.17,78.74,8.03,0.1,WIN,YES,15,7881.97
290,2024-08-28,12:00,12:30,SHORT,2508.23,2510.16,2510.16,2505.72,2510.16,1.93,40.84,78.82,-78.82,-1,LOSS,NO,30,7803.15
291,2024-08-28,12:45,13:10,SHORT,2510.39,2512.63,2509.45,2507.48,2507.48,2.24,34.84,78.03,101.44,1.3,WIN,YES,25,7904.59
292,2024-08-28,13:30,13:40,LONG,2506.9,2504.66,2504.66,2509.81,2504.66,2.24,35.29,79.05,-79.05,-1,LOSS,NO,10,7825.54
293,2024-08-28,14:05,14:50,LONG,2503.43,2500.21,2500.21,2507.62,2502.93,3.22,24.3,78.26,-12.15,-0.16,LOSS,NO,45,7813.39
294,2024-08-28,14:45,15:10,LONG,2502.86,2499.17,2499.17,2507.66,2499.17,3.69,21.17,78.13,-78.13,-1,LOSS,NO,25,7735.26
295,2024-08-28,15:20,15:30,LONG,2498.87,2495.59,2495.59,2503.13,2495.59,3.28,23.58,77.35,-77.35,-1,LOSS,NO,10,7657.9
296,2024-08-28,15:55,16:10,LONG,2500.51,2497.13,2501.89,2504.9,2504.9,3.38,22.66,76.58,99.55,1.3,WIN,YES,15,7757.46
297,2024-08-28,16:40,17:25,LONG,2503.84,2497.8,2504.04,2511.69,2506.1,6.04,12.84,77.57,29.03,0.37,WIN,YES,45,7786.48
298,2024-08-29,07:00,07:45,SHORT,2516.95,2519.22,2519.22,2514,2515.56,2.27,34.3,77.86,47.68,0.61,WIN,NO,45,7834.16
299,2024-08-29,08:25,08:35,SHORT,2516.42,2518.32,2518.32,2513.95,2518.32,1.9,41.23,78.34,-78.34,-1,LOSS,NO,10,7755.82
300,2024-08-29,09:00,09:35,LONG,2518.42,2516.09,2519.32,2521.45,2519.32,2.33,33.29,77.56,29.96,0.39,WIN,YES,35,7785.78
301,2024-08-29,09:45,10:05,SHORT,2517.86,2519.83,2517.66,2515.3,2517.66,1.97,39.52,77.86,7.9,0.1,WIN,YES,20,7793.68
302,2024-08-29,10:20,10:35,LONG,2518.13,2515.65,2515.65,2521.35,2515.65,2.48,31.43,77.94,-77.94,-1,LOSS,NO,15,7715.75
303,2024-08-29,11:15,11:20,SHORT,2518.55,2521.53,2518.35,2514.68,2518.35,2.98,25.89,77.16,5.18,0.07,WIN,YES,5,7720.92
304,2024-08-29,11:50,12:30,SHORT,2516.46,2518.64,2518.64,2513.63,2518.64,2.18,35.42,77.21,-77.21,-1,LOSS,NO,40,7643.72
305,2024-08-29,12:25,12:35,SHORT,2516.78,2519.19,2519.19,2513.65,2519.19,2.41,31.72,76.44,-76.44,-1,LOSS,NO,10,7567.28
306,2024-08-29,13:20,14:00,LONG,2521.75,2519.72,2521.95,2524.39,2521.95,2.03,37.28,75.67,7.46,0.1,WIN,YES,40,7574.73
307,2024-08-29,14:00,14:40,LONG,2522.12,2520.01,2520.01,2524.86,2520.01,2.11,35.9,75.75,-75.75,-1,LOSS,NO,40,7498.99
308,2024-08-29,14:35,15:05,SHORT,2520.59,2522.93,2519.36,2517.55,2517.55,2.34,32.05,74.99,97.49,1.3,WIN,YES,30,7596.47
309,2024-08-29,15:15,15:30,SHORT,2516.51,2518.79,2516.31,2513.55,2513.55,2.28,33.32,75.96,98.75,1.3,WIN,YES,15,7695.23
310,2024-08-29,16:00,16:05,SHORT,2510.01,2512.41,2509.81,2506.89,2509.81,2.4,32.06,76.95,6.41,0.08,WIN,YES,5,7701.64
311,2024-08-29,16:35,16:50,LONG,2512.09,2508.57,2512.78,2516.67,2516.67,3.52,21.88,77.02,100.12,1.3,WIN,YES,15,7801.76
312,2024-08-30,07:10,07:55,SHORT,2513.49,2515.98,2515.98,2510.25,2513.27,2.49,31.33,78.02,6.89,0.09,WIN,NO,45,7808.65
313,2024-08-30,08:00,08:30,LONG,2513.49,2511.42,2513.69,2516.18,2513.69,2.07,37.72,78.09,7.54,0.1,WIN,YES,30,7816.2
314,2024-08-30,08:45,09:15,LONG,2513.31,2510.92,2514.78,2516.42,2516.42,2.39,32.7,78.16,101.61,1.3,WIN,YES,30,7917.81
315,2024-08-30,09:35,10:20,LONG,2521.49,2517.28,2517.28,2526.96,2519.22,4.21,18.81,79.18,-42.69,-0.54,LOSS,NO,45,7875.12
316,2024-08-30,10:10,10:55,LONG,2519.98,2517.4,2517.4,2523.33,2519.27,2.58,30.52,78.75,-21.67,-0.28,LOSS,NO,45,7853.45
317,2024-08-30,10:45,11:00,SHORT,2520.32,2522.31,2520.12,2517.73,2520.12,1.99,39.46,78.53,7.89,0.1,WIN,YES,15,7861.34
318,2024-08-30,11:25,11:35,SHORT,2525.59,2527.47,2525.39,2523.15,2525.39,1.88,41.82,78.61,8.36,0.11,WIN,YES,10,7869.7
319,2024-08-30,12:05,12:10,LONG,2524.34,2521.24,2524.54,2528.37,2524.54,3.1,25.39,78.7,5.08,0.06,WIN,YES,5,7874.78
320,2024-08-30,12:45,12:55,LONG,2524.95,2523.09,2523.09,2527.37,2523.09,1.86,42.34,78.75,-78.75,-1,LOSS,NO,10,7796.03
321,2024-08-30,13:20,13:30,SHORT,2519.71,2522.6,2519.51,2515.95,2519.51,2.89,26.98,77.96,5.4,0.07,WIN,YES,10,7801.43
322,2024-08-30,14:20,15:05,SHORT,2520.13,2523.06,2523.06,2516.32,2520.61,2.93,26.63,78.01,-12.78,-0.16,LOSS,NO,45,7788.65
323,2024-08-30,14:55,15:05,LONG,2519.39,2517.5,2519.59,2521.85,2519.59,1.89,41.21,77.89,8.24,0.11,WIN,YES,10,7796.89
324,2024-08-30,15:35,15:50,LONG,2521.37,2516.34,2516.34,2527.91,2516.34,5.03,15.5,77.97,-77.97,-1,LOSS,NO,15,7718.92
325,2024-08-30,16:10,16:40,SHORT,2515.06,2518.41,2518.41,2510.7,2518.41,3.35,23.04,77.19,-77.19,-1,LOSS,NO,30,7641.73
326,2024-08-30,16:50,17:00,SHORT,2515.93,2519.37,2515.73,2511.46,2515.73,3.44,22.21,76.42,4.44,0.06,BREAKEVEN,YES,10,7646.17
327,2024-09-02,07:05,07:50,SHORT,2497.96,2500.84,2500.84,2494.22,2496.41,2.88,26.55,76.46,41.15,0.54,WIN,NO,45,7687.32
328,2024-09-02,07:45,08:30,SHORT,2497.24,2499.57,2497.04,2494.21,2495.73,2.33,32.99,76.87,49.82,0.65,WIN,YES,45,7737.14
329,2024-09-02,08:20,08:30,LONG,2497.73,2495.43,2495.43,2500.72,2495.43,2.3,33.64,77.37,-77.37,-1,LOSS,NO,10,7659.77
330,2024-09-02,09:05,09:25,LONG,2498.4,2495.6,2498.6,2502.04,2498.6,2.8,27.36,76.6,5.47,0.07,WIN,YES,20,7665.24
331,2024-09-02,09:40,09:55,LONG,2499.03,2496.76,2496.76,2501.98,2496.76,2.27,33.77,76.65,-76.65,-1,LOSS,NO,15,7588.59
332,2024-09-02,10:20,10:40,SHORT,2497.74,2499.68,2497.54,2495.22,2497.54,1.94,39.12,75.89,7.82,0.1,WIN,YES,20,7596.41
333,2024-09-02,11:05,11:15,LONG,2499.64,2497.2,2497.2,2502.81,2497.2,2.44,31.13,75.96,-75.96,-1,LOSS,NO,10,7520.45
334,2024-09-02,11:45,12:00,LONG,2505.27,2502.75,2505.47,2508.55,2505.47,2.52,29.84,75.2,5.97,0.08,WIN,YES,15,7526.42
335,2024-09-02,12:25,12:40,SHORT,2500.94,2503.55,2500.74,2497.55,2500.74,2.61,28.84,75.26,5.77,0.08,WIN,YES,15,7532.19
336,2024-09-02,13:00,13:05,LONG,2498.68,2496.56,2498.88,2501.44,2498.88,2.12,35.53,75.32,7.11,0.09,WIN,YES,5,7539.29
337,2024-09-02,13:40,14:00,LONG,2500.58,2498.17,2498.17,2503.71,2498.17,2.41,31.28,75.39,-75.39,-1,LOSS,NO,20,7463.9
338,2024-09-02,14:25,15:05,LONG,2499.01,2496.87,2499.21,2501.79,2499.21,2.14,34.88,74.64,6.98,0.09,WIN,YES,40,7470.87
339,2024-09-02,15:25,15:35,LONG,2501.3,2499.36,2501.5,2503.82,2501.5,1.94,38.51,74.71,7.7,0.1,WIN,YES,10,7478.58
340,2024-09-02,16:00,16:25,LONG,2501.13,2498.6,2498.6,2504.42,2498.6,2.53,29.56,74.79,-74.79,-1,LOSS,NO,25,7403.79
341,2024-09-02,16:35,17:00,LONG,2501.38,2498.97,2498.97,2504.51,2498.97,2.41,30.72,74.04,-74.04,-1,LOSS,NO,25,7329.75
